N,P,K,temperature,humidity,ph,rainfall,soil_type,Crop
87,37,187,25.4,56.33,4.2,168.49,clay,cotton
127,103,22,27.29,57.01,6,37.65,sandy,gram
143,106,187,37.73,29.56,8.73,144.73,sandy,rice
89,67,5,26.48,52.18,7.68,181.12,loamy,rice
72,39,186,10.95,35.76,6.25,32.92,clay,maize
98,82,145,15.06,27.05,4.62,177.2,clay,sugarcane
0,116,147,29.51,43.34,6.86,169.3,sandy,pulses
30,77,113,10.45,34.5,5.11,42.45,clay,rice
127,67,100,30.3,67.91,5.55,63.35,clay,wheat
31,92,188,39.28,80.3,4.99,224.07,clay,jowar
2,62,105,13.92,57.7,6.33,176.23,sandy,millet
6,113,115,18.42,25.96,7.03,214.28,loamy,soybean
139,114,179,27.61,77.21,6.15,46.72,loamy,gram
47,89,146,24.76,57.07,7.95,163.52,loamy,millet
120,29,101,31.1,68.85,6.88,156.32,sandy,gram
73,102,128,31.36,65.38,8.27,242.45,clay,sugarcane
2,52,130,13.03,20.73,7.03,229.67,loamy,barley
11,30,86,27.21,56.37,8.07,50.57,sandy,millet
52,13,116,15.68,99.21,7,187.07,sandy,soybean
62,117,97,29.04,91.29,8.01,200.08,sandy,bajra
32,38,190,36.77,97.12,6.77,103.09,clay,rice
117,57,175,12.6,60.11,4.22,247.8,loamy,bajra
75,64,118,33.43,36.34,6.61,132.21,clay,barley
76,107,140,23.59,37.3,4.75,119.48,sandy,oilseeds
127,47,13,36.83,68.62,8.22,31.91,loamy,rice
46,71,79,39.22,60.15,5.36,213.63,loamy,barley
105,89,97,31.95,24.11,7.56,85.9,sandy,jowar
51,69,15,27.56,94.82,8.28,58.85,loamy,pulses
147,71,116,17.03,27.86,7.28,137.15,sandy,barley
6,36,191,23.44,70.05,8.16,46.11,clay,jowar
70,119,180,11.34,74.16,5.94,164.56,clay,gram
87,42,113,26.79,97.63,7.15,92.15,loamy,oilseeds
65,108,130,31.33,29.85,7.27,97.43,sandy,pulses
96,83,42,25.57,38.93,6.87,238.78,loamy,bajra
1,101,40,23.65,74.39,4.12,260.76,loamy,bajra
31,59,167,39.53,42.9,7.63,231.27,loamy,barley
2,27,178,27.47,54.71,6.87,182.23,clay,sugarcane
71,19,100,25.94,84.43,4.11,276.16,loamy,cotton
73,91,148,19.02,94.81,6.1,218.58,sandy,soybean
104,6,108,19.2,59.54,6.25,238.87,clay,jowar
22,19,65,39.72,81.6,6.06,138.3,sandy,groundnut
68,109,92,12.87,73.89,8.61,134.11,sandy,wheat
134,83,154,36.4,28.9,4.61,141.24,clay,pulses
80,88,185,35.85,96.22,4.43,222.75,loamy,cotton
105,29,158,24.68,41.84,4.05,140.43,clay,soybean
108,56,60,22.67,67.94,7.36,118.68,clay,bajra
16,55,47,15.52,40.15,8.57,161.22,loamy,groundnut
141,40,114,12.63,66.16,6.67,198.11,loamy,cotton
98,116,42,21.13,93.66,5.49,41.96,clay,cotton
12,105,100,21.46,54.33,6.12,248.55,loamy,soybean
24,21,93,38.55,76.78,4.75,52.35,clay,rice
43,80,46,21.22,79.33,6.24,161.72,clay,soybean
118,67,73,33.11,22.22,5.16,33.18,loamy,bajra
80,9,170,19.34,62.49,5.38,162.78,clay,wheat
52,48,152,11.86,86.41,6.1,238.64,sandy,jowar
23,113,177,31.25,21.62,6.88,227.34,sandy,maize
48,27,104,36.88,63.85,4.98,141.72,loamy,barley
30,13,150,29.76,76.98,6.22,202.98,clay,wheat
128,11,85,32.6,45.23,5.32,195.5,sandy,maize
15,59,181,14.94,97.47,5.8,134.86,clay,sugarcane
139,67,39,29.21,89.57,7.22,47.54,clay,millet
66,101,183,15.96,27.49,7.52,180.1,clay,pulses
123,34,80,36.34,78.8,7.94,75.4,clay,millet
144,19,191,26.45,26.47,6.05,262.15,clay,oilseeds
106,32,183,26.28,40.88,8.25,74.17,clay,millet
123,11,126,18.66,93.1,8.7,97.1,clay,pulses
9,41,158,30.42,66.19,5.09,219.33,sandy,millet
15,18,174,39.09,94.93,6.52,254.15,sandy,rice
42,12,140,25.26,71.91,6.87,65.03,loamy,sugarcane
101,101,161,27.14,31.4,8.68,179.55,clay,bajra
72,45,32,29.94,92.24,7.68,29.68,loamy,groundnut
93,118,54,20.35,91.12,8.47,99.04,loamy,groundnut
11,57,90,26.94,68.16,8.83,264.39,loamy,maize
61,14,113,23.79,28.55,5.85,262.25,sandy,wheat
99,18,115,29.23,91.06,8.05,201.2,loamy,barley
41,44,131,28.19,47.28,6.54,57.22,sandy,pulses
130,33,91,16.52,49.06,7.75,199.51,sandy,wheat
116,111,137,16.63,57.04,7.3,134.45,loamy,jowar
66,37,195,20.48,91.59,8.69,294.34,clay,pulses
35,104,36,31.35,45.56,6.62,147.9,clay,cotton
54,76,90,35.65,58.11,4.23,70.39,sandy,maize
98,11,23,28.71,50.8,6.3,72.2,sandy,pulses
5,61,20,28.91,27.65,4.25,48.97,clay,wheat
98,89,84,30.28,92.71,7.01,22.59,sandy,groundnut
147,101,153,38.72,36.68,7.34,222.77,loamy,maize
119,71,38,14.02,89.05,5.22,148.51,clay,sugarcane
7,37,54,38.77,59.58,6.92,275.28,clay,pulses
101,14,107,14.04,60.95,5.1,129.81,clay,oilseeds
122,38,105,30.01,34.37,8.69,251.19,clay,sugarcane
134,30,26,26.26,20.74,6.78,126.21,sandy,barley
108,7,38,29.31,52.75,8.52,62.51,loamy,sugarcane
33,90,103,25.38,92.27,5.12,42.09,sandy,groundnut
35,67,51,38.68,35.87,5.07,91.1,sandy,bajra
49,76,83,19.16,25.63,4.03,299.28,sandy,soybean
3,95,14,18.28,76.33,4.93,98.42,sandy,gram
8,105,132,29.76,57.12,7.18,182.63,clay,bajra
6,5,104,11.19,67.85,6.28,190.96,loamy,soybean
133,116,168,18.58,26.49,6.36,206.62,sandy,pulses
107,27,10,35.35,31.61,8.06,53.05,sandy,wheat
115,72,97,30.75,70.87,5.49,110.69,clay,millet
73,14,130,30.11,98.09,8.76,71.21,sandy,millet
83,25,13,16.49,26,5.05,39.62,sandy,rice
95,32,174,34.21,46.11,4.84,275.25,clay,pulses
49,54,199,32.85,29.88,7.15,177.41,loamy,gram
49,84,72,33.28,76.99,8.22,240.61,sandy,millet
41,27,44,31.28,36.29,8.09,62.86,sandy,jowar
94,81,75,31,88.24,8.91,192.85,clay,gram
109,91,125,32.01,96.14,7.9,46.73,clay,pulses
120,32,22,16.4,95.71,6.16,95.93,sandy,groundnut
127,29,173,34.16,23.65,8.42,144.97,loamy,jowar
131,53,20,17.93,84.44,7.78,220.81,clay,gram
82,91,77,13.36,25.35,7.52,294.12,sandy,wheat
21,26,105,27.69,50.69,7.79,250.14,loamy,cotton
127,54,133,14.08,75.8,5.32,49.83,sandy,rice
128,108,81,35.33,62.72,4.61,102.58,loamy,barley
16,12,148,32.68,53.21,7.88,233.18,loamy,oilseeds
115,68,65,19.26,30.93,5.18,239.47,loamy,cotton
147,69,61,38.82,96.26,4.56,195.54,loamy,oilseeds
31,60,139,21.08,41.42,4.71,208.66,clay,gram
58,109,18,24.29,40.81,6,100.42,sandy,rice
117,18,44,37.76,83.17,5.96,71.47,loamy,oilseeds
117,16,188,31.34,78.53,6.97,76.21,loamy,bajra
91,106,5,28.32,84.97,8.32,227.7,clay,groundnut
35,64,150,24.1,24.2,6.37,271.52,clay,maize
123,78,120,15.47,65.41,8.69,215.11,sandy,groundnut
89,23,137,24.27,77.97,5.09,205.14,sandy,barley
37,14,57,32.73,36.5,6.21,226.54,loamy,wheat
107,42,124,38.21,86.15,5.96,164.28,clay,maize
101,25,50,11.27,51.77,7.82,205.8,loamy,maize
118,58,111,18.71,33.03,5.33,89.33,clay,gram
103,18,36,13.14,69.94,8.48,141.75,clay,bajra
28,48,148,25.86,44.03,5.55,122.74,sandy,sugarcane
44,24,77,23.44,84.5,7.2,270.01,loamy,groundnut
35,60,120,17.45,77.52,6.29,145.85,sandy,oilseeds
15,27,99,32.57,99.91,5.46,188.73,sandy,barley
1,91,153,23.17,71.74,6.57,221.92,clay,sugarcane
75,106,174,19.75,44.62,5.98,250.14,loamy,maize
103,80,93,35.37,36.8,4.62,167.06,loamy,sugarcane
46,80,31,14.48,34.41,6.07,261.32,sandy,jowar
124,112,150,34.95,94.37,4.19,234.98,clay,pulses
141,6,63,13.9,91.73,8.32,104.39,sandy,rice
78,48,7,36.79,20.39,6.73,80.21,clay,cotton
130,45,64,29.45,44.72,5.38,104.62,loamy,wheat
122,105,34,35.01,69.61,4.15,118.74,sandy,maize
103,96,65,10.09,53.17,5.45,191.49,clay,barley
10,83,122,35.66,90.84,8.58,217.14,loamy,barley
57,58,135,36,37.18,6.63,121.74,loamy,cotton
120,5,128,16.38,62.54,7.73,96.9,sandy,oilseeds
52,93,158,30.53,31.68,4.24,131.74,loamy,cotton
123,102,45,18.13,48.5,4.06,42.4,clay,bajra
120,73,58,35.17,80.42,7.63,125.25,loamy,gram
22,103,124,39.89,52.79,5.81,35.69,sandy,gram
82,95,47,39.4,63.8,4.38,274.47,sandy,barley
125,59,182,36.12,53.06,5.42,261.33,clay,sugarcane
8,75,95,21.5,73.62,5.4,149.79,loamy,groundnut
28,95,47,34.56,54.63,8.89,47.87,loamy,groundnut
119,54,198,21.18,76.14,7.29,23.25,loamy,barley
91,75,15,15.24,51.36,4.02,208.19,sandy,wheat
3,35,26,39.27,96.06,7.14,130.84,clay,rice
129,46,144,15.18,29,5.01,151.99,loamy,gram
47,32,156,26.68,35.46,7.41,253.08,sandy,maize
65,34,58,18.89,43.09,5.95,84.47,sandy,millet
81,36,14,22.23,31.35,6.77,268.03,clay,pulses
111,36,27,37.85,66.33,5.93,270.56,sandy,pulses
65,102,122,19.11,48.19,6.09,248.4,loamy,groundnut
67,98,196,28.64,54.88,8.98,159.66,loamy,bajra
1,54,187,10.99,90.42,8.74,185.23,loamy,soybean
142,61,25,23.61,29.29,5.26,288.66,clay,pulses
13,39,72,39.01,50.19,7.38,280.95,clay,gram
22,24,178,14.93,78.62,4.29,146.53,sandy,oilseeds
68,102,156,20.17,72.61,8,181.34,clay,bajra
105,117,107,16.24,92.29,5.96,97.51,sandy,gram
138,94,189,13.28,36.25,8.65,270.5,loamy,wheat
29,100,9,16.58,86.65,8.85,217.92,loamy,gram
47,109,69,34.15,95.73,8.55,173.35,clay,millet
148,84,89,35.08,62.56,5.01,135.17,loamy,bajra
62,77,159,27.96,58.99,5.76,148.96,clay,soybean
116,13,79,18.82,81.23,5.15,235.61,loamy,pulses
85,80,110,16.78,78.75,7.72,80.54,loamy,jowar
3,76,50,36.13,84.8,7.93,55.57,clay,sugarcane
84,41,125,13,29.79,4.09,77.43,clay,rice
39,23,36,28.25,91.08,7.62,58.91,sandy,soybean
11,57,87,18.9,46.07,6,144.59,clay,wheat
73,113,188,17.78,39.27,8.99,136.29,clay,millet
107,73,94,24.64,71.53,8.54,50.68,sandy,sugarcane
78,14,41,16.82,33.05,6.3,141.04,sandy,bajra
61,42,40,10.89,44.35,5.69,136.05,loamy,bajra
133,13,124,30.37,54.79,8.19,237.81,clay,soybean
100,37,113,33.36,71.09,8.61,105.87,clay,wheat
83,40,23,28.48,91.07,4.24,250.73,sandy,wheat
11,45,158,11.17,38.29,6.87,86.57,clay,maize
35,89,196,11.39,89.87,7.1,160.15,loamy,soybean
68,108,126,27.82,81.17,6.22,162.96,clay,jowar
90,111,68,21.04,81.7,4.32,260.76,loamy,bajra
26,44,141,34.45,35.18,5.09,85.51,clay,pulses
20,53,17,13.04,84.1,6.29,201.88,clay,wheat
42,84,72,34.63,33.97,4.11,175.82,clay,groundnut
5,55,128,22.33,97.92,4.1,284.66,clay,millet
145,119,118,30.55,44.16,6.31,292.43,clay,barley
121,16,178,17.07,24.51,7.19,59.07,clay,maize
133,115,60,14.31,76.53,8.93,262.35,clay,maize
145,109,120,15.84,66.5,4.89,71.34,clay,gram
70,80,196,19.36,50.36,8.05,210.75,loamy,groundnut
145,80,194,23.37,68.68,8.31,219.74,loamy,wheat
128,91,83,22.18,60.62,8.24,150.51,clay,oilseeds
111,59,90,34.52,31.3,8.35,139.96,clay,pulses
116,91,84,17.62,99.53,6.99,61.07,clay,rice
36,43,159,25.26,83.96,5.75,34.77,sandy,pulses
146,47,122,20.86,96.88,5.08,238.35,sandy,bajra
97,98,68,20.21,66.02,6.71,294.47,sandy,maize
138,34,142,11.95,20.54,5.91,66.49,sandy,maize
41,100,77,25.47,81.24,4.99,25.82,sandy,rice
12,78,82,18,66.09,4.81,106.21,loamy,soybean
53,84,18,37.83,95.16,4.87,125.33,clay,cotton
108,58,126,34.18,39.84,6.26,94.72,sandy,wheat
3,27,100,19.78,88.35,8.33,189.44,loamy,millet
120,64,103,23.77,91.98,8.49,240.02,sandy,wheat
36,54,155,24.66,59.46,8.64,175.41,loamy,rice
101,7,64,24.48,58.45,7.32,112.24,loamy,barley
103,91,173,18.69,33.35,8.64,242.88,sandy,jowar
30,107,30,28.31,66.46,8.43,220.09,loamy,soybean
100,51,193,38.75,29.47,6.8,126.67,clay,bajra
13,55,112,30.87,64.59,4.43,233.75,loamy,bajra
57,77,131,13.58,60.36,6.81,133.54,clay,groundnut
142,70,65,11.03,27.99,6.8,182.88,loamy,sugarcane
86,60,56,37.12,20.81,6.3,122.41,loamy,oilseeds
127,92,102,39.76,88.99,5.63,108.91,sandy,maize
43,73,154,29.35,97.32,7.4,271.27,loamy,rice
76,39,6,17.86,74.31,4.02,76.96,clay,oilseeds
128,110,137,20.95,60.57,7.52,36.47,sandy,bajra
4,62,118,20.01,32.11,7.95,86.88,sandy,rice
97,94,132,28.97,21.86,7.37,299.21,loamy,soybean
138,100,68,14.92,87.1,6.21,120.56,sandy,wheat
25,25,118,15.84,37.16,4.21,125.41,sandy,pulses
125,53,112,10.59,60.26,7.15,127.6,loamy,jowar
48,58,96,24.31,69.19,6.58,173.28,sandy,wheat
95,33,167,22.66,24.62,8.93,295.41,loamy,jowar
7,104,16,26.27,73.8,4.79,279.21,loamy,pulses
66,119,91,16.92,40.34,5.09,64.26,sandy,cotton
46,65,14,24.88,95.48,6.03,110.49,sandy,soybean
139,41,32,17.89,81.01,8.36,134.23,clay,oilseeds
95,117,196,11.71,45.27,4.25,224.3,loamy,groundnut
132,116,114,25.15,29.56,4.05,133.62,sandy,jowar
13,113,105,15.81,39.19,6.78,86.93,loamy,millet
48,65,110,17.93,40.26,4.85,160.83,loamy,cotton
141,74,64,20.47,35.49,8.23,114.42,sandy,gram
110,109,108,24.99,57.96,8.65,299.41,loamy,bajra
60,93,117,21.18,63.86,4.76,168.32,clay,maize
37,115,29,23.29,70.45,6.97,131.39,loamy,millet
23,118,166,22.84,52.59,5.58,116.01,loamy,pulses
91,24,133,18.73,72.75,5.62,183.68,sandy,rice
20,77,111,17.08,52.07,8.78,140.22,sandy,jowar
50,58,172,29.51,32.54,6.14,92.33,loamy,maize
30,68,149,35.04,79.65,4.92,26.88,clay,bajra
147,86,151,24.64,25.92,4.83,105.71,clay,maize
0,90,40,39.81,43.87,6.24,270.86,sandy,rice
34,77,134,28.75,43.68,6,140.96,clay,sugarcane
95,8,70,14.37,38.84,8.24,70.85,sandy,barley
34,42,102,37.04,27.09,6.02,280.05,loamy,soybean
13,106,23,20.3,88.87,6.07,40.31,sandy,rice
66,48,51,23.45,99.23,8.95,207.27,sandy,gram
142,46,140,27.17,32.09,5.55,157.17,loamy,cotton
17,103,5,12.16,31.52,4.49,64.24,sandy,rice
118,98,70,28.35,28.68,8.48,57.62,clay,wheat
13,10,98,39.38,85.56,8.77,161.04,loamy,bajra
8,62,53,18.13,70.57,7.2,74.54,loamy,bajra
42,115,64,29.57,64.5,5.28,201.34,sandy,groundnut
74,49,20,39.6,32.27,7.96,169.41,loamy,rice
44,103,182,10.57,95.22,4.3,91.01,loamy,rice
112,41,196,25.53,40.12,7.42,86.31,loamy,wheat
100,14,7,39.53,89.3,8.8,202.89,clay,maize
78,21,19,16.69,81.53,4.79,291.9,sandy,sugarcane
76,79,39,13.84,77.03,7.2,110.77,loamy,groundnut
93,97,164,14.62,59.13,8.53,34.72,sandy,maize
0,43,124,33.33,25.27,4.03,200.98,clay,pulses
12,15,92,33.65,95.86,5.87,71.14,loamy,barley
26,49,54,36.24,77.28,8.3,32.36,loamy,bajra
66,96,104,14.69,54.35,6.93,43.97,clay,wheat
73,74,58,36.26,62.54,6.05,118.1,sandy,barley
10,38,152,18.2,46.51,5.63,280.02,loamy,soybean
28,42,88,23.62,54.95,6.59,100.77,clay,maize
106,75,17,38.34,52.01,7.34,146.73,clay,jowar
59,29,58,29.82,49.84,6.95,108.21,loamy,millet
101,12,55,17.7,51.97,4.25,200.06,sandy,rice
55,78,192,21.18,28.88,4.99,271.25,sandy,millet
34,49,135,30.36,67.22,5.03,21.69,clay,bajra
11,12,7,23.96,96.96,6.17,292.94,sandy,bajra
62,66,113,27.37,35.33,8.34,192.43,loamy,millet
99,61,186,24.21,59.47,7.16,88.32,clay,oilseeds
103,11,197,33.11,90.77,6.51,212.86,clay,groundnut
71,26,81,38.17,56.14,7,126.97,loamy,oilseeds
126,112,63,36.74,86.71,4.2,231.33,sandy,soybean
98,51,119,17.24,70.2,5.06,140.74,clay,pulses
78,89,199,26.13,40.43,7.98,211.12,clay,sugarcane
102,20,112,34.76,61.05,7.08,37.84,clay,gram
105,70,59,19.88,96.15,6.97,208.38,sandy,pulses
70,52,72,22.11,24,6.92,61.04,sandy,cotton
94,114,188,27.29,55.94,6.47,244.78,loamy,groundnut
43,71,107,38.02,53,8.81,286.35,loamy,gram
15,8,80,18.47,30.99,4.92,211.49,loamy,pulses
146,46,164,23.02,96.15,6.09,199.18,clay,barley
121,10,41,36.71,91.74,5.25,187.82,sandy,oilseeds
75,94,136,12,46.68,8.77,104.63,loamy,soybean
36,9,154,29.67,36.15,8.49,65,sandy,oilseeds
102,89,53,15.33,44.63,6.5,249.17,clay,gram
13,13,124,19.14,25.89,6.09,89.78,loamy,pulses
36,105,193,36.1,40.46,8.16,268.51,clay,jowar
40,58,7,31.15,54.68,6.36,125.63,loamy,oilseeds
15,74,45,13.24,45.01,8.64,221.53,loamy,sugarcane
11,16,21,11.39,73.38,4.03,208.03,sandy,jowar
102,107,39,36.39,46.02,5.73,30.5,clay,gram
61,28,68,12.82,64.63,5.61,223.5,loamy,sugarcane
124,10,33,18.35,75.08,5.72,295.07,loamy,groundnut
71,85,41,26.74,74.56,7.47,288.77,sandy,pulses
118,36,20,20.97,86.95,8.66,163.25,clay,cotton
116,33,13,35.59,29.71,6.14,23.46,sandy,rice
4,58,47,31.64,36.15,5.95,260.32,sandy,sugarcane
17,115,34,13.5,94.67,6.25,129.26,clay,bajra
90,18,197,20.98,73.42,8.61,135.51,loamy,gram
140,100,83,22.63,44.55,5.85,119.29,loamy,sugarcane
93,93,95,13.09,32.87,7.18,198.15,clay,barley
86,84,175,16.68,24.27,6.23,51.77,clay,sugarcane
53,71,179,12.3,35.95,7.48,241.13,sandy,barley
104,100,105,16.05,80.4,7.89,254.55,sandy,soybean
20,11,27,24.28,82.14,8.43,280.83,sandy,sugarcane
101,93,87,19.68,58.52,5.13,227.06,sandy,jowar
117,5,102,11.67,93.4,4.08,260.72,sandy,gram
138,94,189,27.13,49.69,8.83,282.13,sandy,groundnut
69,99,14,26.11,70.89,4.21,44.8,sandy,wheat
109,19,28,35.24,34.97,6.01,31.94,sandy,jowar
143,73,89,38.14,63.5,5.34,267.56,clay,barley
96,83,112,35.28,45.35,5.25,96.68,loamy,groundnut
98,81,79,25.63,22.78,6.7,209.95,sandy,soybean
54,49,163,38.5,58.58,7.62,71.1,clay,wheat
108,86,191,26.77,99.69,4.03,44.08,loamy,jowar
15,28,160,30.86,76.2,6.6,227.63,sandy,soybean
17,22,134,20.82,30.11,7.56,223.93,loamy,barley
79,30,88,19.93,81.64,8.79,90.08,sandy,barley
106,71,92,32.45,84.4,8.85,93.45,sandy,bajra
133,37,126,20.14,77.9,8.05,190.87,clay,pulses
40,78,78,31.61,40.56,8.13,241.94,clay,pulses
101,106,88,31.38,87.66,7.95,165.64,sandy,cotton
100,60,68,34.79,33.25,5.38,275.92,loamy,groundnut
54,111,168,30.99,53.17,8.56,78.92,clay,maize
21,19,158,24.89,77.03,6.47,238.08,sandy,wheat
11,55,52,36.23,39.99,4.14,146.81,clay,cotton
44,107,192,20.68,39.82,7.9,33.89,loamy,barley
15,106,183,18.12,29.11,4.85,201.1,sandy,sugarcane
90,89,101,20.15,51.72,5.88,287.34,sandy,barley
143,55,104,23.87,47.32,4.57,119.92,clay,bajra
106,72,162,33.3,35.37,5.92,268.89,sandy,cotton
103,63,140,22.12,79.4,7.04,244.99,sandy,oilseeds
60,49,22,21.2,75.89,5.23,132.95,clay,sugarcane
2,59,61,23.48,63.48,4.76,267.62,loamy,bajra
48,42,78,22.16,22.16,4.61,264.59,clay,cotton
136,53,16,27.89,68.1,7.64,288.06,clay,jowar
61,45,9,28.57,50.47,4.43,107.26,sandy,pulses
91,90,50,19.16,30.68,6.25,266.54,clay,oilseeds
131,85,194,10.63,45.62,8.97,277.71,clay,oilseeds
10,40,59,31.62,59.17,8.68,196.41,sandy,wheat
41,12,10,24.51,73.06,4.69,285.95,loamy,pulses
92,93,85,30.32,61.92,8.71,34.79,sandy,bajra
33,116,26,13.93,67.77,6.6,196.25,loamy,pulses
28,46,86,11.21,32.8,5.11,102.22,sandy,millet
111,42,171,34.19,53.41,5.47,242.77,sandy,maize
53,103,19,38.97,47.06,4.52,138.38,clay,groundnut
87,35,9,29.34,40.79,7.85,55.76,loamy,jowar
24,109,23,27.64,45.68,5.08,104.38,clay,bajra
103,44,19,26.11,76.27,5.25,139.03,clay,soybean
17,40,112,19.88,76.52,4.87,39.35,sandy,bajra
106,27,32,10.68,81.67,8.77,60.41,sandy,pulses
123,57,150,21.44,37.08,7.41,174.31,sandy,sugarcane
104,74,69,11.87,73.35,6.24,88.44,loamy,millet
148,53,77,18.56,24.73,7.54,263.43,sandy,gram
125,61,194,18.1,77.71,5.56,55.8,loamy,millet
139,95,48,28.12,80.73,5.28,281.46,loamy,cotton
127,67,130,17.96,99.22,4.2,49.86,loamy,millet
141,41,55,22.71,59.89,5.32,58.79,clay,barley
110,29,67,36,61,8.29,174.65,clay,jowar
86,6,14,39.97,88.91,7.2,109.22,clay,jowar
37,32,39,16.01,73.45,8.55,168.49,clay,jowar
100,58,80,34.47,90.13,5.76,102.21,loamy,maize
127,29,199,28.56,70.42,8.01,40.52,sandy,bajra
147,59,25,19.29,71.83,6.78,151.58,sandy,sugarcane
128,30,177,12.54,78.75,4.01,69.27,loamy,wheat
135,108,39,11.09,38.49,5.28,46.12,sandy,wheat
33,13,13,22.66,26.47,5.6,211.53,sandy,barley
108,8,32,23.38,92.95,5.43,289.36,loamy,millet
91,107,30,17.73,60.05,4.92,162.18,loamy,sugarcane
71,61,61,12.57,29.96,4.24,30.97,loamy,millet
63,71,166,11.06,54.78,4.79,280.91,sandy,rice
54,13,136,21.48,63.07,5.31,145.39,loamy,cotton
50,95,36,32.42,30.01,7.71,264.82,clay,sugarcane
9,111,176,36.75,29.99,7.58,202.16,sandy,barley
147,74,23,38.9,45.07,4.44,246.67,loamy,jowar
58,99,102,10.35,51.98,6.49,46.33,sandy,maize
23,60,146,29.72,45.41,5.93,119.2,sandy,oilseeds
97,14,128,18.93,76.84,6.33,52.22,loamy,barley
92,24,157,24.58,88.21,5.31,156.2,loamy,oilseeds
1,117,85,32.55,31.72,4.89,115.83,clay,rice
86,29,139,22.6,68.14,5.3,130.48,loamy,oilseeds
18,60,71,32.64,42.22,4.17,243.24,sandy,cotton
100,25,91,17.38,56.35,6.09,91.73,sandy,groundnut
141,41,107,33,20.36,4.85,21.2,sandy,gram
128,30,157,17,53.33,7.19,172.23,clay,wheat
6,71,63,27.95,33.84,7.76,47.81,clay,millet
60,66,112,38.57,27.16,8.15,261.63,loamy,cotton
129,13,55,33.74,84.55,5.49,215.61,sandy,groundnut
121,115,120,38.36,78.52,4.97,248.4,loamy,sugarcane
12,62,57,14.73,74.1,5.27,243.1,loamy,bajra
77,84,82,15.89,21.17,4.13,263.61,loamy,wheat
66,43,122,22.65,92.67,7.86,109.04,sandy,cotton
41,82,54,18.33,27.06,4.32,122.04,clay,wheat
30,110,119,25.16,52.65,8.88,76.66,clay,maize
106,70,39,10.25,38.1,5.2,44.73,loamy,barley
78,73,67,31.93,50.22,8.53,94,clay,millet
57,44,171,38.7,66.74,5.36,123.15,sandy,maize
11,86,71,20.81,88.7,6.18,41.5,sandy,cotton
132,43,49,32.79,78.98,7.08,201.78,clay,millet
109,80,97,38.36,93.11,5.5,208.85,sandy,bajra
130,28,181,24.84,90.75,8.44,273.65,loamy,jowar
122,40,43,15.8,38.39,6.4,61.93,sandy,pulses
2,90,133,39.74,75.31,7.34,41.14,loamy,wheat
38,85,42,24.19,63.18,6.8,268.19,loamy,wheat
15,90,46,38.49,33.39,6.16,127.32,loamy,millet
81,118,179,28.61,32.33,8.2,54.06,sandy,cotton
44,45,68,33.28,81.07,8.52,183.95,clay,jowar
54,39,94,37.97,90.76,6.06,46.99,loamy,maize
87,66,147,11.54,78.07,6.19,132.55,clay,pulses
149,5,71,37.64,86.08,6.71,23.64,sandy,barley
43,9,40,14.03,25.03,8.85,265.72,sandy,cotton
40,80,36,39.98,59.4,8.97,203.77,loamy,bajra
100,110,68,31.45,78.22,4.52,238.29,sandy,sugarcane
134,43,197,38.88,63.48,7.75,139.46,loamy,oilseeds
74,57,51,29.39,74.65,4.89,189.24,clay,maize
126,49,36,24.5,96.74,8.54,138.19,sandy,groundnut
137,61,40,19.72,46.37,7.42,145.86,loamy,barley
66,57,109,32.17,66.01,8.75,166.03,sandy,pulses
13,28,130,14.13,60.37,8.04,78.71,loamy,barley
48,83,71,14.7,77.09,8.52,21.65,loamy,oilseeds
125,26,18,19.95,57.15,8.93,221.1,sandy,wheat
124,6,97,39,39.73,6.73,169.07,clay,maize
28,102,33,12.6,37,7.21,206.47,sandy,gram
144,105,111,19.9,82.51,7.98,282.45,sandy,bajra
122,67,11,13.46,97.39,5.36,40.03,loamy,groundnut
9,72,40,20.37,47.89,8.84,220.23,clay,barley
135,17,110,30.21,62.51,6.2,289.23,sandy,cotton
51,64,108,17.17,97.51,5.63,191.76,sandy,barley
118,56,15,23.77,28.66,8.43,140.89,sandy,rice
101,113,50,36.6,37.61,6.06,36.67,clay,gram
100,34,42,28.47,76.43,5.51,212.94,sandy,soybean
144,19,18,14.03,93.26,7.91,173.46,loamy,rice
12,97,48,29.81,25.55,7.14,67.67,sandy,maize
36,114,97,35.92,60.8,6.8,227.78,loamy,cotton
96,86,52,20.26,33.76,5.52,128.28,clay,oilseeds
106,52,93,25.91,28.34,5.05,97.76,sandy,wheat
23,69,172,15,31.08,8.84,203.59,loamy,barley
83,100,170,28.28,54.94,5.71,214.2,loamy,oilseeds
16,77,6,22.34,95.46,6.75,107.59,loamy,sugarcane
102,15,31,33.86,66.47,4.93,69.72,sandy,rice
11,23,179,18.21,46.76,7.96,262.81,sandy,maize
49,18,35,13.61,70.43,5,248.21,loamy,soybean
88,30,193,18.48,76.15,6.85,159.03,sandy,wheat
111,59,98,31.35,98.6,6.46,134.22,clay,gram
139,63,32,36.16,84.3,8.3,282.26,sandy,wheat
35,9,7,37.58,40.34,4.24,52.17,sandy,groundnut
126,119,73,27.55,99.18,8.37,97.9,sandy,jowar
7,89,10,28.38,76.86,4.7,199.93,clay,jowar
61,53,44,23.61,37.27,4.28,149.04,loamy,wheat
147,112,74,19.39,34.99,7.95,149.1,clay,millet
81,105,64,29.84,64.09,7.43,119.84,clay,bajra
35,63,16,25.24,54.83,8.63,150.01,loamy,millet
